name,,n,clinical_phase,moa,target,disease_area,indication,drug_median_score,in_vitro,all_virus_mock_meta_GSE47960_SARS-BatSRBD_HAE_36_72,all_virus_mock_meta_GSE47960_SARS-dORF6_HAE_12_48,all_virus_mock_meta_GSE47960_SARS-dORF6_HAE_48_60,all_virus_mock_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_mock_meta_GSE68820_SARS_lung_wt_2_4,all_virus_mock_meta_GSE68820_SARS_lung_wt_2_7,all_virus_mock_meta_GSE68820_SARS_lung_wt_4_7,all_virus_mock_meta_GSE79218_MERS_MMVE001_0_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_12_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_36,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_48
citco,,3,Preclinical,constitutive androstane receptor (CAR) agonist,NR1I3,,,1042,FALSE,384,1202,1375,657,734,1319,1708,720,1042,1151,925
pioglitazone,,8,Launched,insulin sensitizer|PPAR receptor agonist,PPARG|TRPM3,endocrinology,diabetes mellitus,1042,FALSE,1418,1138,626,681,675,601,1100,1490,1281,1042,1039
rufloxacin,,2,Launched,bacterial DNA gyrase inhibitor,,infectious disease,gram-negative bacterial infections,1042,FALSE,1083,9,1095,1072,1098,1042,1325,531,542,184,384
ubenimex,,8,Launched,leukotriene synthesis inhibitor,LTA4H|RNPEP,hematologic malignancy,acute myeloid leukemia (AML),1042,FALSE,516,1258,586,603,348,771,1049,1160,1244,1060,1042
anpirtoline,,4,Phase 1,serotonin receptor agonist,HTR1B,,,1044,FALSE,1383,450,1488,1268,1371,968,262,660,812,1387,1044
dh-97,,3,Preclinical,melatonin receptor antagonist,MTNR1B,,,1046,FALSE,1173,1046,391,1240,793,793,1251,1712,1317,779,771
diclofenamide,,8,Launched,carbonic anhydrase inhibitor,CA1|CA12|CA2|CA4|CA7,ophthalmology|neurology/psychiatry,glaucoma|epilepsy,1046,FALSE,1038,1352,426,892,771,1206,1549,1046,999,1262,1213
siguazodan,,3,Phase 1,phosphodiesterase inhibitor,PDE3A,,,1046,FALSE,1280,1466,1711,1046,1620,1055,202,635,689,245,718
zd-2079,,7,Phase 2,adrenergic receptor agonist,ADRB3,,,1046,FALSE,1451,726,1487,826,1040,939,1046,1233,952,1379,1115
fg-7142,,4,Preclinical,GABA benzodiazepine site receptor inverse agonist,,,,1047,FALSE,434,544,1229,1247,1085,1519,1691,1047,560,740,673
trimipramine,,11,Launched,norepinephrine reputake inhibitor|tricyclic antidepressant,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR1D|HTR2A|HTR2C|HTR3A|SLC6A2|SLC6A3|SLC6A4,neurology/psychiatry,depression,1048,FALSE,1216,572,377,1283,759,1051,1409,169,775,1129,1048
way-213613,,6,Preclinical,glutamate inhibitor,SLC1A2,,,1048,FALSE,1007,877,280,1044,1290,1543,1048,1257,1200,1211,974
brucine,,8,Preclinical,glycine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,,,1051,FALSE,1298,1051,1117,955,723,750,1162,891,1063,899,1130
chloroquine,,21,Launched,antimalarial agent,GSTA2|MRGPRX1|TLR9|TNF,infectious disease,malaria|amebiasis,1051,TRUE,1198,1475,863,776,880,981,1280,1051,1153,1029,1091
gw-311616,,2,Phase 1,leukocyte elastase inhibitor|elastase inhibitor,ELANE,,,1051,FALSE,1629,694,1051,978,950,530,716,1095,1549,1388,1678
mirtazapine,,12,Launched,adrenergic receptor antagonist|serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD1|DRD2|DRD3|DRD5|HRH1|HRH3|HTR2A|HTR2B|HTR2C|HTR3A|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4,neurology/psychiatry,depression,1051,FALSE,609,1174,1302,1097,931,1035,780,1230,1051,1033,1148
lamivudine,,5,Launched,nucleoside reverse transcriptase inhibitor,,infectious disease,human immunodeficiency virus (HIV-1)|acquired immunodeficiency syndrome (AIDS)|hepatitis B,1055,FALSE,564,1518,232,1253,966,1554,1585,1055,984,1228,761
cefsulodin,,2,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,gram-negative bacterial infections,1056,FALSE,226,1228,19,1056,415,1048,835,1360,1560,1529,1079
sgx523,,13,Phase 1,hepatocyte growth factor receptor inhibitor,MET,,,1056,FALSE,1041,1433,1162,394,366,857,552,1273,1452,1056,1059
decitabine,,8,Launched,DNA methyltransferase inhibitor,DNMT1|DNMT3A,hematologic malignancy|hematology,myelodysplastic diseases (MDS)|anemia|chronic myeloid leukemia (CML),1057,FALSE,1029,834,1043,959,1341,1406,1057,462,1205,1153,1105
pj-34,,36,Preclinical,PARP inhibitor,EEF2|PARP1|PARP15|PARP3,,,1057,FALSE,1057,907,762,1290,1345,1006,1120,744,875,1272,1164
labetalol,,9,Launched,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRB1|ADRB2,cardiology,hypertension,1058,FALSE,1058,1530,989,996,943,1348,1390,1591,877,886,1084
gs-39783,,6,Preclinical,GABA receptor modulator,GABBR1,,,1059,FALSE,1300,1511,916,613,622,946,238,1059,1580,1629,1222
sr-59230a,,7,Preclinical,adrenergic receptor antagonist,ADRB1|ADRB2|ADRB3,,,1059,FALSE,1206,1363,345,672,347,1059,1375,716,1503,1048,1459
cgp-37157,,7,Preclinical,mitochondrial Na+/Ca2+ exchanger antagonist|sodium/calcium exchange inhibitor,SLC8A1,,,1060,FALSE,795,1056,1155,1096,1279,1475,583,1485,1060,937,731
paracetamol,,2,Launched,cyclooxygenase inhibitor,FAAH|PTGS1|PTGS2|TRPV1,neurology/psychiatry|endocrinology,pain relief|fever,1060,FALSE,956,1502,894,522,1037,229,1060,1215,1556,1342,1615
piperacillin,,6,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,intra-abdominal infections|skin infections|pelvic inflammatory disease|pneumonia,1060,FALSE,1359,1060,1628,1023,1119,290,322,273,1303,1462,905
niridazole,,2,Launched,phosphofructokinase inhibitor,,infectious disease,schistosomiasis,1061,FALSE,1046,633,1564,938,1494,952,1215,1495,1405,1061,683
trioxsalen,,4,Launched,DNA synthesis inhibitor,,dermatology,vitiligo|eczema,1061,FALSE,653,1003,1433,1199,1425,1110,473,1061,1068,776,625
alfuzosin,,5,Launched,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|KCNH2,urology,benign prostatic hyperplasia (BPH),1062,FALSE,969,1532,188,1062,1275,1210,848,1029,967,1083,1392
sildenafil,,33,Launched,phosphodiesterase inhibitor,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3,cardiology,hypertension,1062,FALSE,1024,1375,721,1205,917,1193,1062,1511,950,914,1069
cgp-55845,,4,Preclinical,GABA receptor antagonist,GABBR1|GABBR2|KCTD12|KCTD16|KCTD8,,,1063,FALSE,1471,1294,1674,1055,823,507,584,800,1364,1063,1295
ebselen,,8,Phase 2/Phase 3,cyclooxygenase inhibitor|glutathione peroxidase agonist|H+/K+-ATPase inhibitor|nitric oxide synthase inhibitor,ALB,,,1063,FALSE,1371,568,1546,664,1063,469,1397,1263,1066,832,881
ibudilast,,6,Launched,leukotriene receptor antagonist|phosphodiesterase inhibitor,IL1B|IL6|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A,pulmonary|neurology/psychiatry,asthma|stroke,1063,FALSE,1013,1412,350,1185,1095,809,750,1245,1133,910,1063
y-27152,,3,Phase 1,potassium channel activator,KCNJ8,,,1063,FALSE,731,993,12,1063,1323,1267,1530,1568,449,1108,684
indoprofen,,3,Withdrawn,cyclooxygenase inhibitor|prostanoid receptor antagonist,CXCR1|CXCR2|PTGS1|PTGS2,,,1064,FALSE,1339,1658,827,1064,601,768,1268,522,1596,412,1138
enalapril,,17,Launched,angiotensin converting enzyme inhibitor,ACE,cardiology,hypertension|congestive heart failure|left ventricular systolic dysfunction (LVSD),1067,FALSE,1311,1315,1388,913,816,896,550,833,1380,1067,1365
cisapride,,6,Withdrawn,serotonin receptor agonist,HTR2A|HTR3A|HTR4|KCNH2,,,1069,FALSE,1069,406,1249.5,1094,1484,1442,1273,822,583,726,503
gw-7647,,8,Preclinical,PPAR receptor agonist,PPARA,,,1069,FALSE,908,1397,773,1037,1069,1435,1490,1606,1423,924,1018
meprylcaine,,4,Preclinical,local anesthetic,,,,1070,FALSE,1021,913,342,820,1071,1259,1543,1553,1070,1356,1047
sq-22536,,9,Preclinical,adenylyl cyclase inhibitor,ADCY1,,,1070,FALSE,1594,420,517,1483,1577,1013,748,1357,817,1070,1165
tenofovir,,8,Launched,HIV integrase inhibitor|nucleoside reverse transcriptase inhibitor,,infectious disease,human immunodeficiency virus (HIV-1)|hepatitis B,1070,FALSE,1264,1070,689,1378,1483,1045,1262,1023,726,1372,631
anabasine,,2,Preclinical,acetylcholine receptor agonist,,,,1071,FALSE,1631,1220,1071,1171,480,704,838,701,1553,1575,1010
etomidate,,2,Launched,GABA receptor modulator,ADRA2B|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ,neurology/psychiatry,general anaesthetic,1071,FALSE,353,1686,750,524,472,1071,1682,629,1699,1094,1617
rs-16566,,2,Preclinical,serotonin receptor antagonist,,,,1073,FALSE,1073,158,975,939,1387,1446,1288,1146,1603,646,916
l-689560,,4,Preclinical,glutamate receptor antagonist,GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D,,,1074,FALSE,1336,1452,476,1074,1348,1041,1185,1068,926,984,1212
pheniramine,,5,Launched,histamine receptor antagonist,HRH1,allergy,allergic rhinitis|urticaria,1077,FALSE,1245,1077,1689,958,888,586,534,750,1334,1187,1094
piribedil,,6,Launched,dopamine receptor agonist,ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B,neurology/psychiatry,Parkinson's Disease|dizziness,1077,FALSE,1348,456,1077,1258,1316,1533,1179,989,796,513,987
cinanserin,,10,Preclinical,serotonin receptor antagonist,HTR2A,,,1079,FALSE,1399,1393,437,1039,1079,1137,1344,935,953,1249,991
lapatinib,,38,Launched,EGFR inhibitor,EGFR|ERBB2,oncology,breast cancer,1080,FALSE,1328,1359,905,1040,1109,890,1157,317,613,1080,1317
tropicamide,,5,Launched,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4,ophthalmology,mydriasis diagnostic|cycloplegia diagnostic,1080,FALSE,1552,714,678,1611,1423,1080,1349,925,822,1207,865
isosorbide,,2,Launched,nitric oxide stimulant,,cardiology,angina pectoris|coronary artery disease (CAD),1083,FALSE,1308,1083,1708,1060,1090,264,121,1544,1370,913,407
molsidomine,,9,Launched,guanylate cyclase stimulant,GUCY1A3,cardiology,coronary artery disease (CAD),1084,FALSE,1358,979,324,1640,1394,1366,977,473,985,1084,1269
cgp-7930,,9,Preclinical,GABA receptor modulator,GABBR1,,,1088,FALSE,1288,1088,616,411,264,504,330,1576,1585,1408,1110
entacapone,,3,Launched,catechol O methyltransferase inhibitor,COMT,neurology/psychiatry,Parkinson's Disease,1090,FALSE,746,1289,1212,855,703,1163,906,1198,1227,1090,985
l-693403,,7,Preclinical,sigma receptor agonist|sigma receptor antagonist,DRD2|SIGMAR1,,,1090,FALSE,1402,1080,611,1090,971,665,227,1192,1686,1644,1391
nsc-23766,,40,Preclinical,Ras GTPase inhibitor,,,,1091,FALSE,1275,1052,1091,851,1225,948,1191,1116,931,1127,811
fasudil,,13,Launched,rho associated kinase inhibitor,PKIA|PRKACA|ROCK1|ROCK2,neurology/psychiatry,cerebral vasospasm,1094,FALSE,931,1542,1186,1374,1094,1175,1597,736,1018,1024,877
pinacidil,,5,Launched,ATP channel activator|potassium channel activator,ABCC8|ABCC9,cardiology,hypertension,1094,FALSE,955,1333,372,1241,1232,1094,1108,553,912,1138,713
temozolomide,,23,Launched,DNA alkylating agent,MGMT,oncology,glioblastoma|astrocytoma,1095,FALSE,1068,1038,977,1476,1372,1062,1455,1207,899,1095,1322
mdl-29951,,10,Preclinical,glutamate receptor antagonist,FBP1,,,1096,FALSE,1435,859,1396,1222,1540,1050,1229,640,958,890,1096
zd-7114,,7,Phase 1,adrenergic receptor agonist,ADRB3,,,1096,FALSE,697,604,767,1289,1414,1289,1522,682,1096,1123,1035
relcovaptan,,5,Phase 2,vasopressin receptor antagonist,AVPR1A|AVPR1B|AVPR2|OXTR,,,1097,FALSE,1415,1244,1150,1568,1421,1097,623,387,647,761,696
glimepiride,,13,Launched,insulin secretagogue,ABCC8|KCNJ1|KCNJ11,endocrinology,diabetes mellitus,1099,FALSE,1055,1446,359,930,922,986,1435,1124,1099,1174,1313
cyclopenthiazide,,4,Launched,thiazide diuretic,,cardiology,hypertension|congestive heart failure,1100,FALSE,1132,601,1578,1542,1100,1418,1101,710,1050,855,668
enzastaurin,,40,Phase 3,PKC inhibitor,AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG,,,1105,FALSE,748,1260,757,1061,729,1190,1267,1704,1366,1105,824
mpep,,7,Preclinical,glutamate receptor antagonist,GRM1|GRM4|GRM5,,,1105,FALSE,1488,1105,1267,833,969,889,1005,811,1118,1347,1123
t-0156,,10,Preclinical,phosphodiesterase inhibitor,PDE5A,,,1105,FALSE,1318,1463,744,1105,909,987,1336,1106,1005,1209,1041
rabeprazole,,6,Launched,ATPase inhibitor|gastrin inhibitor,ATP4A,gastroenterology,gastroesophageal reflux disease (GERD)|duodenal ulcer disease|Zollinger-Ellison syndrome,1106,FALSE,1365,856,441,1569,1432,1323,1118,802,956,1010,1106
pramipexole,,5,Launched,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C,neurology/psychiatry,Parkinson's Disease,1107,FALSE,1197,517,1502,1265,1052,1107,553,796,1209,1177,1015
talniflumate,,7,Launched,cyclooxygenase inhibitor,CLCA1,neurology/psychiatry,pain relief,1107,FALSE,690,449,1102,1107,1178,1491,1293,1019,1574,1263,1050
dexamethasone,,98,Launched,glucocorticoid receptor agonist,ANXA1|NOS2|NR0B1|NR3C1|NR3C2,endocrinology|rheumatology|allergy|gastroenterology|hematology|neurology/psychiatry|dermatology,hypercalcemia|rheumatoid arthritis|psoriatic arthritis|osteoarthritis|allergic rhinitis|ulcerative colitis|anemia|multiple sclerosis|enteritis|lupus|dermatitis herpetiformis (DH)|nephrotic syndrome|psoriasis,1109,FALSE,1142,1140,1068,1006,730,703,1248,1071,1145,1109,1321
olopatadine,,6,Launched,histamine receptor antagonist,HRH1|S100A1|S100A12|S100A13|S100A2|S100B,ophthalmology,conjunctivitis,1109,FALSE,1109,1430,639,1129,1107,660,1557,1251,866,1206,779
brl-50481,,4,Preclinical,phosphodiesterase inhibitor,PDE7A|PDE7B,,,1111,FALSE,934,1277,1645,1102,929,1164,1322,1111,1454,904,1071
clebopride,,5,Launched,dopamine receptor antagonist,ACHE|DRD2,gastroenterology,nausea,1111,FALSE,1243,1465,659,1180,1322,1111,1690,742,540,841,1089
merbromin,,3,Launched,antiseptic,,infectious disease,first-aid antiseptic,1112,FALSE,1286,1683,1710,412,656,502,272,1011,1506,1112,1169
fr-139317,,4,Phase 1,endothelin receptor antagonist,EDNRA,,,1113,FALSE,1535,1113,216,1666,1706,1465,1689,301,132,857,434
linoleic-acid,,2,Phase 3,oxidative stress inducer,FABP4|FFAR1|FFAR4|HNF4A|KCNB1|PPARG|TRPM8,,,1113,FALSE,1302,1651,1113,1027,1437,1396,691,1608,403,303,762
piperacetazine,,4,Launched,dopamine receptor antagonist,,neurology/psychiatry,schizophrenia,1113,FALSE,499,1346,97,898,1009,1646,1473,664,1113,1396,1297
promethazine,,14,Launched,histamine receptor antagonist,ADRA1A|CALM1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR2A,neurology/psychiatry|allergy,sedative|allergic rhinitis,1113,TRUE,1090,1538,1459,970,1113,1136,1004,1464,921,1073,1135
benzonatate,,6,Launched,local anesthetic,SCN5A,pulmonary,cough suppressant,1114,FALSE,1305,1303,877,886,1123,1114,1159,1197,785,1016,976
cefotaxime,,5,Launched,bacterial cell wall synthesis inhibitor,,infectious disease,respiratory tract infections|bone and joint infections|pelvic inflammatory disease|intra-abdominal infections|skin infections|bone and joint infections|meningitis|urinary tract infections|bacterial septicemia|gynecologic infections,1114,FALSE,1261,1239,76,935,1527,840,1233,606,803,1114,1236
metaraminol,,2,Launched,adrenergic receptor agonist,ADRA1A,cardiology,hypotension,1115,FALSE,1227,1586,20,743,772,1586,1261,277,1195,1115,1107
colforsin,,15,Phase 2,adenylyl cyclase activator,ADCY2|ADCY5,,,1117,FALSE,844,1204,1349,1443,1490,966,1383,973,971,1088,1117
dinoprost,,2,Launched,prostacyclin analog,PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|PTGIR|TBXA2R,obstetrics/gynecology,labor induction,1117,FALSE,517,1064,166,1436,1108,1117,740,1329,1513,1376,1637
lithocholic-acid,,8,Preclinical,FXR antagonist|vitamin D receptor agonist,GPBAR1|NR1H4|NR1I2|VDR,,,1117,FALSE,960,889,1482,1162,1137,761,791,874,1117,1132,1153
ondansetron,,5,Launched,serotonin receptor antagonist,HTR1A|HTR1B|HTR3A|HTR3B|HTR4|OPRM1,gastroenterology,nausea|vomiting,1117,FALSE,265,1497,747,1117,1134,1201,491,839,1571,1117,1503
paclitaxel,,35,Launched,tubulin polymerization inhibitor,BCL2|MAP2|MAP4|MAPT|NR1I2|TLR4|TUBB|TUBB1,oncology,ovarian cancer|breast cancer|non-small cell lung cancer (NSCLC),1117,FALSE,1117,1074,1079,1194,1214,1150,1433,398,539,858,1197
cortisone,,19,Launched,glucocorticoid receptor agonist,NR3C1,gastroenterology|rheumatology|dermatology,ulcerative colitis|rheumatoid arthritis|psoriasis|joint inflammation|eczema,1118,FALSE,793,1086,1307,963,1152,1118,1279,1162,1093,1147,812
rutin,,12,Launched,antioxidant|capillary stabilizing agent|nitric oxide scavenger,AKR1C3,rheumatology|otolaryngology|gastroenterology|neurology/psychiatry|allergy,joint pain|nasal congestion|constipation|irritability|allergic rhinitis,1120,FALSE,971,1112,1204,1167,826,1105,1040,1430,1120,1364,1361
sd-169,,2,Preclinical,p38 MAPK inhibitor,MAPK14,,,1120,FALSE,1009,746,1574,665,1120,950,1499,1580,481,1535,1516
sibutramine,,6,Withdrawn,serotonin–norepinephrine reuptake inhibitor (SNRI),SLC6A2|SLC6A3|SLC6A4,,,1120,FALSE,1071,816,886,1418,1336,923,1287,1350,1271,1120,1027
pf-04217903,,38,Phase 1,c-Met inhibitor,MET,,,1124,FALSE,1124,1362,1335,1284,1293,1015,1081,1180,932,1111,1051
zatebradine,,3,Phase 3,HCN channel blocker,HCN1|HCN2|HCN3|HCN4,,,1124,FALSE,663,734,1668,1318,993,1413,981,1243,1521,1124,557
biotin,,5,Launched,vitamin B,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6,,,1126,FALSE,1108,960,680,1126,1160,1412,1169,1397,625,1420,1088
piroxicam,,6,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,rheumatology,osteoarthritis|rheumatoid arthritis,1126,FALSE,1285,463,1126,1311,1567,1276,460,425,641,998,1251
l-694247,,6,Preclinical,serotonin receptor agonist,HTR1A|HTR1B|HTR1D,,,1128,FALSE,1482,1316,1242,894,964,572,1488,821,1128,1096,1440
nafcillin,,4,Launched,bacterial cell wall synthesis inhibitor,CYP1A2|CYP3A4|SLC22A6,infectious disease,gram-positive bacterial infections,1128,FALSE,1128,933,932,1190,1498,1328,1537,1473,454,787,230
talipexole,,4,Launched,adrenergic receptor agonist|dopamine receptor agonist,ADRA2A|DRD2|HTR3A,infectious disease,genitial herpes,1128,FALSE,741,1270,1707,842,866,1385,618,1682,1359,1128,869
isoxsuprine,,11,Launched,adrenergic receptor agonist,ADRB2,rheumatology|cardiology,Raynaud's disease|arteriosclerosis|Buerger's disease,1130,FALSE,1163,1423,943,1178,1130,1090,1602,1372,1105,732,665
probucol,,9,Launched,atherogenesis inhibitor,ABCA1|ABCB11|CES1,cardiology,coronary artery disease (CAD),1132,FALSE,1225,851,1556,1088,1061,1132,882,1456,1494,1382,1056
chenodeoxycholic-acid,,6,Launched,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist,HSD11B1|NR1H4,cardiology|gastroenterology,cerebral cholesterosis|gallstones,1133,FALSE,1133,1666,1122,1224,869,1346,798,965,1505,1077,1382
dcpib,,9,Preclinical,chloride channel blocker|gap junction modulator|glutamate inhibitor,SLC1A2,,,1133,FALSE,1455,1610,710,1124,937,1128,1249,1228,1304,1118,1133
bu-224,,2,Preclinical,imidazoline receptor ligand,MAOA|MAOB,,,1134,FALSE,1338,1696,5,1155,434,555,963,545,1134,1296,1535
pregnenolone,,25,Launched,glutamate receptor modulator,CYP17A1|SULT2B1,,,1134,FALSE,1287,1063,1516,1134,1154,1038,913,1274,1213,1113,958
bumetanide,,7,Launched,solute carrier family member inhibitor,CFTR|GPR35|SLC12A1|SLC12A2|SLC12A4|SLC12A5,cardiology,edema|congestive heart failure,1137,FALSE,1121,1020,1139,1388,1219,1167,1137,590,800,1139,1007
norcyclobenzaprine,,5,Preclinical,adrenergic receptor agonist|serotonin receptor antagonist,,,,1137,FALSE,980,1137,1165,1267,1254,1386,1657,284,538,1097,646
diazoxide,,7,Launched,potassium channel activator,ATP1A1|CA1|CA2|KCNJ11|KCNJ8|KCNMA1|SLC12A3,endocrinology,hypoglycemia,1141,FALSE,1141,1240,252,1583,1656,1476,952,1222,761,992,828
letrozole,,5,Launched,aromatase inhibitor,CYP19A1,oncology,breast cancer,1141,FALSE,887,1265,596,553,452,559,1141,1375,1533,1179,1426
dihydrexidine,,9,Phase 2,dopamine receptor agonist,DRD1|DRD2|DRD3|DRD4|DRD5,,,1142,FALSE,1200,1537,1034,1142,1027,1129,1266,1479,1246,1014,769
jnj-16259685,,6,Preclinical,glutamate receptor antagonist,GRM1,,,1142,FALSE,1360,1476,1142,984,1238,1239,803,1294,1048,1092,1017
diclofenac,,14,Launched,cyclooxygenase inhibitor,AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|PTGS1|PTGS2|SCN4A,rheumatology|neurology/psychiatry,rheumatoid arthritis|osteoarthritis|migraine headache,1143,FALSE,946,986,1217,1143,910,1372,1480,773,1024,1218,1283
sotalol,,8,Launched,adrenergic receptor antagonist,ADRB1|ADRB2|KCNH2,cardiology,atrial fibrillation (AF)|ventricular arrhythmias,1144,FALSE,1316,1094,1580,1144,989,920,801,1650,1567,1046,1147
icilin,,3,Phase 1,TRPV agonist,TRPA1|TRPM8,,,1145,FALSE,688,1472,681,494,1048,1145,1082,1719,1598,1407,1256
propranolol,,6,Launched,adrenergic receptor antagonist,,cardiology|neurology/psychiatry,hypertension|angina pectoris|migraine headache,1145,FALSE,1241,674,59,1209,1615,1159,1145,348,260,1168,1014
ronidazole,,2,Launched,antiprotozoal agent,,infectious disease,histomoniasis|dysentry,1146,FALSE,1671,556,1716,1607,1670,1235,807,752,781,665,1146
etomoxir,,26,Phase 2,carnitine palmitoyltransferase inhibitor,CPT1A,,,1147,FALSE,1147,1356,1346,1015,976,1187,866,909,1290,1116,1345
r-59022,,5,Preclinical,diacylglycerol kinase inhibitor|protein kinase inhibitor,DGKA,,,1147,FALSE,1601,50,1530,1147,1363,818,244,1216,728,1086,1216
theophylline,,2,Launched,adenosine receptor antagonist,,pulmonary,asthma|emphysema|bronchitis,1147,FALSE,485,196,369,1589,1599,1714,1147,1285,1421,1011,1057
sch-23390,,11,Preclinical,dopamine receptor antagonist,DRD1|DRD5|HTR2C|KCNJ4|KCNJ6,,,1148,FALSE,1377,976,1171,1210,1208,778,1177,981,664,1148,1026
doxylamine,,5,Launched,histamine receptor antagonist,CHRM1|HRH1,neurology/psychiatry,sedative,1149,FALSE,992,1302,1149,675,963,1216,1519,1376,1179,669,735
ritonavir,,2,Launched,HIV protease inhibitor,CYP1A2|CYP2B6|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP2E1|CYP3A4|CYP3A5|CYP3A7,infectious disease,human immunodeficiency virus (HIV-1),1149,TRUE,1129,1616,1682,859,148,1149,1272,1195,1288,526,265
propafenone,,6,Launched,antiarrhythmic,ADRB1|ADRB2|KCNA5|KCNH2|SCN5A,cardiology,atrial fibrillation (AF)|ventricular tachycardia (VT)|ventricular arrhythmias,1152,FALSE,863,1606,1290,1052,1200,1034,1440,1082,1261,1023,1152
tocainide,,6,Launched,sodium channel blocker,SCN5A,cardiology,cardiac arrythmia,1152,FALSE,1614,967,612,1437,1239,1152,865,1152,1136,1078,1306
gliquidone,,10,Launched,sulfonylurea,ABCC8|KCNJ10|KCNJ8,endocrinology,diabetes mellitus,1153,FALSE,1240,1153,1366,778,926,732,1571,1370,1444,970,1004
irsogladine,,7,Launched,phosphodiesterase inhibitor,PDE4A,gastroenterology,peptic ulcer disease (PUD),1154,FALSE,1154,1122,768,1493,1510,1262,1129,723,1363,1178,1116
sc-560,,7,Preclinical,cyclooxygenase inhibitor,PTGS1,,,1154,FALSE,1075,1520,1154,499,440,902,1142,1345,1516,1331,1370
sb-200646,,6,Preclinical,serotonin receptor antagonist,HTR2B|HTR2C,,,1155,FALSE,1037,1276,1593,1278,930,1454,1105,1313,1155,797,740
